Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,READM-30-AMI-HRRP,READM-30-COPD-HRRP,READM-30-HF-HRRP,READM-30-HIP-KNEE-HRRP,READM-30-PN-HRRP,Central line-associated blood stream infections (CLABSI),Catheter-Associated Urinary Tract Infections (CAUTI),Surgical Site Infection from colon surgery (SSI: Colon),Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),Payment for heart attack patients,SCIP-Inf-1_Achievement Points,SCIP-Inf-2_Achievement Points,SCIP-Inf-3_Achievement Points,SCIP-Inf-4_Achievement Points,SCIP-Inf-9_Achievement Points,Communication with Nurses Achievement Points,Communication with Doctors Achievement Points,Responsiveness of Hospital Staff Achievement Points,Pain Management Achievement Points,Communication about Medicines Achievement Points,Cleanliness and Quietness of Hospital Environment Achievement Points,Discharge Information Achievement Points,Overall Rating of Hospital Achievement Points,HF-1 Achievement Points,MORT-30-AMI Achievement Points,MORT-30-HF Achievement Points,MORT-30-PN Performance Rate,PN-3b Achievement Points,PN-6 Achievement Points,SCIP-Card-2 Achievement Points,SCIP-VTE-2 Achievement Points,Weighted Clinical Process of Care Domain Score,Weighted Patient Experience of Care Domain Score,Weighted Outcome Domain Score,Weighted Efficiency Domain Score,Total Performance Score,Home Health Agency,Hospice,Inpatient,Outpatient,Skilled Nursing Facility,Durable Medical Equipment,Carrier,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Median
41306,COMMUNITY MEDICAL CENTER IZARD COUNTY,103 GRASSE STREET,CALICO ROCK,AR,72519,IZARD,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"34,991"
41307,CROSSRIDGE COMMUNITY HOSPITAL,310 SOUTH FALLS BOULEVARD,WYNNE,AR,72396,CROSS,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"40,811"
41308,MCGEHEE HOSPITAL,900 SOUTH THIRD STREET,MCGEHEE,AR,71654,DESHA,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"23,876"
41309,LAWRENCE MEMORIAL HOSPITAL,1309 WEST MAIN,WALNUT RIDGE,AR,72476,LAWRENCE,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"26,140"
41310,STONE COUNTY MEDICAL CENTER,HIGHWAY 14 EAST,MOUNTAIN VIEW,AR,72560,STONE,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"30,899"
41311,HOWARD MEMORIAL HOSPITAL,130 MEDICAL CIRCLE,NASHVILLE,AR,71852,HOWARD,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"34,912"
41312,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS,1800 BYPASS ROAD,HEBER SPRINGS,AR,72543,CLEBURNE,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"33,180"
41313,OZARK HEALTH,2500 HIGHWAY 65 SOUTH,CLINTON,AR,72031,VAN BUREN,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"29,442"
41314,"DEWITT HOSPITAL & NURSING HOME, INC",1641 WHITEHEAD DRIVE,DE WITT,AR,72042,ARKANSAS,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"34,511"
41316,SOUTH MISSISSISSPI COUNTY REGIONAL MEDICAL CENTER,611 WEST LEE AVENUE,OSCEOLA,AR,72370,MISSISSIPPI,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"30,034"
41317,DALLAS COUNTY MEDICAL CENTER,201 CLIFTON STREET,FORDYCE,AR,71742,DALLAS,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"26,678"
41318,MERCY HOSPITAL BOONEVILLE,880 WEST MAIN,BOONEVILLE,AR,72927,LOGAN,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"39,007"
41319,"DE QUEEN MEDICAL CENTER, INC",1306 WEST COLLIN RAYE DRIVE,DE QUEEN,AR,71832,SEVIER,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"31,853"
41320,LITTLE RIVER MEMORIAL HOSPITAL,451 WEST LOCKE STREET,ASHDOWN,AR,71822,LITTLE RIVER,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"32,920"
41321,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA,3050 TWIN RIVERS DRIVE,ARKADELPHIA,AR,71923,CLARK,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,2.191,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"33,162"
41322,FULTON COUNTY HOSPITAL,679 NORTH MAIN STREET,SALEM,AR,72576,FULTON,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"30,066"
41323,ASHLEY COUNTY MEDICAL CENTER,1015 UNITY ROAD,CROSSETT,AR,71635,ASHLEY,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"36,357"
41324,ST VINCENT MORRILTON,#4 HOSPITAL DRIVE,MORRILTON,AR,72110,CONWAY,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"34,721"
41326,DELTA MEMORIAL HOSPITAL,300 EAST PICKENS,DUMAS,AR,71639,DESHA,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"33,075"
41327,BRADLEY COUNTY MEDICAL CENTER,404 SOUTH BRADLEY STREET,WARREN,AR,71671,BRADLEY,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"32,507"
41328,CHICOT MEMORIAL MEDICAL CENTER,2729 SOUTH HIGHWAY 65 & 82,LAKE VILLAGE,AR,71653,CHICOT,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"27,821"
41329,MERCY HOSPITAL BERRYVILLE,214 CARTER STREET,BERRYVILLE,AR,72616,CARROLL,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"32,273"
41330,PIGGOTT COMMUNITY HOSPITAL,1206 GORDON DUCKWORTH DRIVE,PIGGOTT,AR,72454,CLAY,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"28,863"
41331,OZARKS COMMUNITY HOSPITAL OF GRAVETTE,1101 JACKSON STREET SW,GRAVETTE,AR,72736,BENTON,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"48,065"
43300,ARKANSAS CHILDREN'S HOSPITAL,800 MARSHALL STREET SLOT 301,LITTLE ROCK,AR,72202,PULASKI,N/A,N/A,N/A,N/A,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"36,224"
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,20.6,25.2,24.7,7.1,18.2,0.363,1.102,0.698,Not Available,0.000,0.724,23358,6 out of 10,2 out of 10,3 out of 10,Not Available,7 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,8 out of 10,4 out of 10,0 out of 10,0.8891,0 out of 10,6 out of 10,5 out of 10,0 out of 10,13.4,7.2,10.2,0,30.8,$631 ,$100 ,"$2,865 ",$669 ,"$5,192 ",$77 ,"$1,469 ",1.09,"70,672"
50006,ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,HUMBOLDT,14.8,19.1,19.8,4.1,13.8,0.503,0.966,1.334,Not Available,0.564,1.002,21062,4 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,3 out of 10,7 out of 10,7 out of 10,0.89334,3 out of 10,4 out of 10,0 out of 10,0 out of 10,3.0909090909,3.6,19.2,8,33.8909090909,$717 ,$175 ,"$2,069 ",$674 ,"$2,702 ",$91 ,$750 ,0.93,"36,689"
50007,MILLS-PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,14.9,20.1,20.3,4.5,15,0.274,1.168,0.581,0.822,0.000,0.731,19706,0 out of 10,1 out of 10,2 out of 10,2 out of 10,9 out of 10,3 out of 10,5 out of 10,0 out of 10,7 out of 10,2 out of 10,3 out of 10,2 out of 10,9 out of 10,6 out of 10,8 out of 10,0 out of 10,0.87962,4 out of 10,1 out of 10,6 out of 10,6 out of 10,9.4545454545,15.3,7.2,10,41.9545454545,$931 ,$269 ,"$1,499 ",$729 ,"$2,147 ",$58 ,"$1,125 ",0.90,"120,060"
50008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,Not Available,17.7,21.6,Not Available,16.2,0.000,1.468,Not Available,Not Available,0.826,0.647,Not Available,Not Available,Not Available,Not Available,Not Available,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,10 out of 10,Not Available,Not Available,0.86321,2 out of 10,10 out of 10,0 out of 10,0 out of 10,9.3333333333,3.6,30,0,42.9333333333,$834 ,$68 ,"$3,426 ",$708 ,"$2,868 ",$62 ,"$1,132 ",1.00,"84,802"
50009,QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,NAPA,18.5,24.1,22.2,5.9,16.9,1.765,5.156,0.451,Not Available,1.106,1.219,22739,0 out of 10,3 out of 10,4 out of 10,10 out of 10,6 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 10,1 out of 10,0 out of 10,3 out of 10,3 out of 10,10 out of 10,10 out of 10,0 out of 10,0.89094,10 out of 10,10 out of 10,4 out of 10,0 out of 10,12.1818181818,6.9,11.4,10,40.4818181818,$491 ,$155 ,"$2,178 ",$706 ,"$2,876 ",$79 ,"$1,044 ",0.93,"71,873"
50013,ST HELENA HOSPITAL,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,15.3,21.2,19.9,4.2,17.8,0.972,2.642,Not Available,Not Available,Not Available,1.485,24195,7 out of 10,2 out of 10,7 out of 10,0 out of 10,0 out of 10,6 out of 10,1 out of 10,4 out of 10,7 out of 10,5 out of 10,3 out of 10,8 out of 10,7 out of 10,10 out of 10,9 out of 10,1 out of 10,0.87931,0 out of 10,0 out of 10,7 out of 10,0 out of 10,8.1818181818,18.3,13.2,12,51.6818181818,$336 ,$43 ,"$1,649 ",$956 ,"$1,698 ",$54 ,$752 ,0.90,"72,649"
50014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,Not Available,18.8,20.1,6.3,14,0.000,0.000,Not Available,Not Available,Not Available,0.216,Not Available,10 out of 10,0 out of 10,0 out of 10,Not Available,0 out of 10,2 out of 10,0 out of 10,2 out of 10,4 out of 10,0 out of 10,4 out of 10,3 out of 10,2 out of 10,7 out of 10,Not Available,0 out of 10,0.87213,7 out of 10,7 out of 10,0 out of 10,0 out of 10,7.5555555556,11.1,12,12,42.6555555556,$703 ,$104 ,"$1,892 ",$353 ,"$2,481 ",$73 ,$944 ,0.90,"51,108"
50017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,95819,SACRAMENTO,15.8,22,20.1,3.9,17.5,0.000,0.382,1.351,0.000,0.623,1.273,23947,7 out of 10,0 out of 10,9 out of 10,7 out of 10,9 out of 10,2 out of 10,2 out of 10,1 out of 10,2 out of 10,5 out of 10,0 out of 10,5 out of 10,1 out of 10,8 out of 10,10 out of 10,3 out of 10,0.85635,8 out of 10,10 out of 10,0 out of 10,6 out of 10,11.6363636364,10.5,16.8,6,44.9363636364,$724 ,$117 ,"$2,079 ",$512 ,"$2,280 ",$91 ,$903 ,0.93,"67,741"
50018,PACIFIC ALLIANCE MEDICAL CENTER,531 W COLLEGE ST,LOS ANGELES,CA,90012,LOS ANGELES,Not Available,19.9,24.3,Not Available,19.7,Not Available,Not Available,Not Available,Not Available,0.746,0.296,Not Available,0 out of 10,10 out of 10,0 out of 10,Not Available,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,Not Available,Not Available,0.88792,10 out of 10,0 out of 10,0 out of 10,0 out of 10,10.7936507937,14.5714285714,Not Available,0,25.3650793651,"$1,027 ",$52 ,"$2,262 ",$523 ,"$5,399 ",$88 ,"$1,296 ",1.02,"39,775"
50022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,RIVERSIDE,18.8,24.4,28.2,4.4,20.5,0.497,1.478,1.526,0.427,1.358,1.633,24416,8 out of 10,6 out of 10,5 out of 10,1 out of 10,8 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,9 out of 10,0 out of 10,1 out of 10,0.88324,10 out of 10,10 out of 10,8 out of 10,9 out of 10,15.2727272727,3,6,0,24.2727272727,$664 ,$102 ,"$2,435 ",$598 ,"$4,625 ",$142 ,"$1,300 ",1.05,"48,319"
50024,PARADISE VALLEY HOSPITAL,2400 EAST 4TH ST,NATIONAL CITY,CA,91950,SAN DIEGO,27.6,21.5,25.6,Not Available,19.9,3.028,0.305,Not Available,Not Available,2.026,0.195,25231,10 out of 10,0 out of 10,10 out of 10,Not Available,10 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,4 out of 10,0 out of 10,0 out of 10,0 out of 10,10 out of 10,Not Available,10 out of 10,0.89805,3 out of 10,10 out of 10,10 out of 10,10 out of 10,16.2222222222,7.5,20.25,0,43.9722222222,$345 ,$11 ,"$3,622 ",$694 ,"$5,318 ",$47 ,"$1,612 ",1.16,"37,181"
50025,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,SAN DIEGO,17.7,20.3,25.2,4.2,19.7,0.574,2.227,1.832,4.591,0.780,1.374,23097,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$701 ,$88 ,"$2,160 ",$969 ,"$3,161 ",$222 ,"$1,106 ",0.97,"60,670"
50026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,SAN DIEGO,16.1,21,21.3,5,17.7,0.160,0.129,0.000,Not Available,0.575,0.736,25809,9 out of 10,5 out of 10,5 out of 10,9 out of 10,9 out of 10,2 out of 10,0 out of 10,0 out of 10,1 out of 10,2 out of 10,0 out of 10,3 out of 10,3 out of 10,3 out of 10,5 out of 10,0 out of 10,0.90438,4 out of 10,3 out of 10,5 out of 10,7 out of 10,14,8.4,15.6,0,38,$550 ,$96 ,"$2,501 ",$590 ,"$3,788 ",$98 ,"$1,280 ",1.00,"51,162"
50028,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,ARCATA,CA,95521,HUMBOLDT,Not Available,16.6,18.4,Not Available,13.3,Not Available,0.000,Not Available,Not Available,Not Available,0.219,Not Available,0 out of 10,0 out of 10,0 out of 10,Not Available,0 out of 10,2 out of 10,0 out of 10,3 out of 10,2 out of 10,1 out of 10,0 out of 10,5 out of 10,1 out of 10,0 out of 10,Not Available,Not Available,0.87134,0 out of 10,0 out of 10,Not Available,0 out of 10,0,9.9,15,14,38.9,$756 ,$136 ,"$1,253 ",$431 ,"$2,004 ",$94 ,$647 ,0.90,"36,385"
50030,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,CA,95966,BUTTE,20.3,23.6,26.7,6.7,20.9,3.351,0.000,Not Available,Not Available,1.556,1.390,21903,0 out of 10,0 out of 10,6 out of 10,Not Available,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,Not Available,3 out of 10,0.89549,0 out of 10,0 out of 10,0 out of 10,5 out of 10,4.2222222222,5.4,11.25,16,36.8722222222,$362 ,$54 ,"$2,371 ",$584 ,"$2,387 ",$83 ,$671 ,0.85,"43,593"
50036,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST BOX 1888,BAKERSFIELD,CA,93301,KERN,20.3,21,26.1,5.1,18.6,0.088,1.017,0.000,Not Available,0.858,1.015,24310,0 out of 10,8 out of 10,0 out of 10,1 out of 10,5 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 10,1 out of 10,0 out of 10,9 out of 10,1 out of 10,0.87351,0 out of 10,0 out of 10,1 out of 10,7 out of 10,5.2727272727,5.1,15,0,25.3727272727,$436 ,$106 ,"$3,913 ",$760 ,"$2,197 ",$125 ,"$1,352 ",1.04,"35,131"
50038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,CA,95128,SANTA CLARA,16.9,20.3,21.6,Not Available,16.4,0.315,0.874,2.202,0.517,0.335,0.618,19217,1 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,6 out of 10,Not Available,2 out of 10,0.8936,0 out of 10,10 out of 10,0 out of 10,3 out of 10,7.0909090909,1.5,12.75,2,23.3409090909,$331 ,$92 ,"$2,244 ",$914 ,"$3,564 ",$108 ,$784 ,0.96,"64,158"
50039,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,CA,95926,BUTTE,18.2,22,23,6.7,18.5,0.000,0.118,0.000,Not Available,0.497,0.872,24112,0 out of 10,7 out of 10,4 out of 10,1 out of 10,7 out of 10,2 out of 10,0 out of 10,1 out of 10,1 out of 10,2 out of 10,1 out of 10,8 out of 10,7 out of 10,4 out of 10,4 out of 10,0 out of 10,0.8552,0 out of 10,5 out of 10,2 out of 10,4 out of 10,9.4545454545,12.9,8.4,4,34.7545454545,$601 ,$72 ,"$2,364 ",$692 ,"$3,187 ",$94 ,$690 ,0.96,"43,459"
50040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,CA,91342,LOS ANGELES,Not Available,Not Available,24.4,Not Available,21.5,0.772,1.599,0.611,0.000,0.497,0.723,Not Available,4 out of 10,0 out of 10,10 out of 10,Not Available,4 out of 10,0 out of 10,2 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,2 out of 10,0 out of 10,Not Available,Not Available,0.87744,0 out of 10,5 out of 10,0 out of 10,8 out of 10,8,6.9,13.5,20,48.4,$235 ,$41 ,"$2,163 ",$610 ,"$1,667 ",$141 ,$811 ,0.82,"64,483"
50042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,TEHAMA,Not Available,17.8,16.9,4.5,15.6,Not Available,Not Available,Not Available,Not Available,Not Available,0.000,19192,0 out of 10,0 out of 10,0 out of 10,Not Available,8 out of 10,0 out of 10,3 out of 10,0 out of 10,0 out of 10,6 out of 10,0 out of 10,6 out of 10,1 out of 10,7 out of 10,Not Available,0 out of 10,0.89469,0 out of 10,2 out of 10,0 out of 10,3 out of 10,5.5555555556,9,16,14,44.5555555556,$729 ,$84 ,"$1,308 ",$619 ,"$2,293 ",$91 ,$565 ,0.87,"38,674"
