Zip,Provider Id,Hospital_Name,Address,lat,lng,Expenditures,OP_6,OP_7,SCIP_INF_3,SCIP_CARD_2,SCIP_VTE_2,SCIP_INF_9,PN_6,HF_1,HF_2,IMM_2,Don't recommend,Recommend,Might recommend,Low rating,Medium rating,High rating,Inc. Cat,Inc Cat,Cost category,Efficiency
45365,360013,WILSON MEMORIAL HOSPITAL,915 WEST MICHIGAN STREET,,,"$18,067",96,99,100,97,99,98,90,98,99,88,4,70,26,7,22,71,1,medium,low,0.0053
71055,190144,MINDEN MEDICAL CENTER,NO 1 MEDICAL PLAZA,,,"$19,242",100,97,100,100,99,100,100,100,100,100,4,74,22,6,17,77,1,medium,low,0.0052
71052,190118,DESOTO REGIONAL HEALTH SYSTEM,207 JEFFERSON STREET,,,"$14,673",N/A,N/A,N/A,N/A,N/A,N/A,61,88,86,77,4,63,33,4,22,74,0,medium,low,0.0053
48811,230208,CARSON CITY HOSPITAL,406 EAST ELM ST,,,"$17,722",98,99,95,100,99,98,100,100,100,94,2,77,21,5,18,77,1,medium,low,0.0055
12401,330004,HEALTH ALLIANCE HOSPITAL BROADWAY CAMPUS,396 BROADWAY,,,"$16,009",91,96,92,100,94,97,98,97,98,93,13,51,36,15,31,54,1,medium,low,0.006
12401,330224,HEALTH ALLIANCE HOSPITAL MARY'S AVENUE CAMPUS,105 MARY'S AVENUE,,,"$19,432",96,100,98,99,99,99,N/A,N/A,N/A,90,4,76,20,4,21,75,1,medium,low,0.005
60406,140118,METROSOUTH MEDICAL CENTER,12935 S GREGORY,,,"$19,519",100,100,100,100,99,100,98,100,100,99,7,68,25,9,25,66,1,medium,medium,0.0051
60402,140054,MACNEAL  HOSPITAL,3249 SOUTH OAK PARK AVENUE,,,"$19,651",89,93,99,99,100,100,100,93,100,98,6,66,28,9,23,68,1,medium,medium,0.0049
62801,140034,ST MARYS HOSPITAL,400 NORTH PLEASANT AVENUE,,,"$15,540",95,98,99,98,100,100,94,100,100,100,3,75,22,5,19,76,1,medium,low,0.0063
48382,230277,HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,,,"$17,376",97,98,99,95,100,99,100,97,100,98,4,76,20,5,20,75,2,medium,low,0.0057
48033,230071,STRAITH HOSPITAL FOR SPECIAL SURGERY,23901 LAHSER,,,"$25,528",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,medium,medium,0.0039
48038,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,,,"$20,397",100,100,99,99,100,100,99,95,100,82,6,66,28,10,25,65,1,medium,medium,0.0048
95603,50498,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,,,"$17,293",98,96,99,99,97,98,98,100,100,98,3,80,17,5,19,76,1,medium,low,0.0057
92555,50292,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,26520 CACTUS AVENUE,,,"$14,952",98,98,98,98,98,99,95,100,100,95,8,60,32,11,30,59,2,medium,low,0.0065
92555,50765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,,,"$12,925",N/A,N/A,100,100,100,100,100,100,100,97,7,71,22,8,22,70,2,low,low,0.0077
72015,40084,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,,,"$17,140",100,96,98,99,96,100,98,65,93,91,7,68,25,10,22,68,1,medium,low,0.0055
32955,100092,WUESTHOFF MEDICAL CENTER  ROCKLEDGE,110 LONGWOOD AVE,,,"$18,992",99,99,96,98,98,97,96,93,100,99,15,49,36,23,28,49,1,medium,low,0.0051
56601,240100,SANFORD BEMIDJI MEDICAL CENTER,1300 ANNE ST NW,,,"$16,196",92,99,98,98,98,95,99,67,97,86,6,61,33,11,31,58,1,medium,low,0.0057
33936,100107,LEHIGH REGIONAL MEDICAL CENTER,1500 LEE BLVD,,,"$19,247",100,100,100,98,98,96,99,90,100,100,19,45,36,23,32,45,1,medium,low,0.0051
40004,180025,FLAGET MEMORIAL HOSPITAL (MEMBER OF SAINT JOSEPH H,4305 NEW SHEPHERDSVILLE ROAD,,,"$18,260",98,90,100,100,99,100,95,94,100,100,3,76,21,6,15,79,1,medium,low,0.0053
83201,130028,PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,,,"$20,650",99,99,99,99,100,99,98,93,100,92,6,69,25,9,23,68,1,medium,medium,0.0047
19446,390012,LANSDALE HOSPITAL,100 MEDICAL CAMPUS DRIVE,,,"$18,578",100,100,100,100,100,96,100,100,100,99,4,75,21,5,21,74,2,medium,low,0.0054
86326,30007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,,,"$18,844",96,98,98,93,100,100,93,99,98,99,5,75,20,6,16,78,1,medium,low,0.0052
90404,50290,PROVIDENCE SAINT JOHN'S HEALTH CENTER,2121 SANTA MONICA BLVD,,,"$21,317",98,93,100,100,100,100,100,100,100,75,5,77,18,8,22,70,1,medium,medium,0.0045
90404,50112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,,,"$20,369",97,95,97,99,100,96,98,84,100,89,5,78,17,6,21,73,1,medium,medium,0.0047
13346,330249,"COMMUNITY MEMORIAL HOSPITAL, INC",150 BROAD STREET,,,"$15,863",98,100,100,100,100,100,93,100,98,99,2,81,17,3,17,80,1,medium,low,0.0062
85140,30130,BANNER IRONWOOD MEDICAL CENTER,37000 NORTH GANTZEL ROAD,,,"$14,188",100,100,96,96,100,97,100,100,100,94,5,79,16,7,15,78,1,medium,low,0.0069
41017,180035,ST ELIZABETH MEDICAL CENTER,1 MEDICAL VILLAGE DRIVE,,,"$20,183",100,100,100,99,100,100,100,100,100,100,3,76,21,5,20,75,1,medium,medium,0.0049
89503,290009,SAINT MARY'S REGIONAL MEDICAL CENTER,235 W 6TH ST,,,"$18,847",99,99,99,100,100,100,96,98,100,97,6,72,22,10,25,65,1,medium,low,0.0052
89502,290001,RENOWN REGIONAL MEDICAL CENTER,1155 MILL STREET,,,"$21,252",99,100,99,99,100,100,99,98,100,99,4,71,25,9,23,68,1,medium,medium,0.0047
25309,510029,THOMAS MEMORIAL HOSPITAL,4605 MACCORKLE AVE SW,,,"$18,603",97,95,99,97,96,97,94,99,100,97,5,73,22,8,22,70,1,medium,low,0.0052
25301,510031,ST FRANCIS HOSPITAL,333 LAIDLEY ST,,,"$18,703",93,95,97,99,99,99,100,92,99,99,5,74,21,8,21,71,0,medium,low,0.0052
25301,510022,CHARLESTON AREA MEDICAL CENTER,501 MORRIS STREET,,,"$19,744",98,98,96,98,96,98,95,96,99,96,4,72,24,9,23,68,0,medium,medium,0.0049
81657,60096,VAIL VALLEY MEDICAL CENTER,181 W MEADOW DRIVE,,,"$20,910",93,99,97,100,95,97,100,N/A,N/A,96,2,82,16,5,14,81,2,medium,medium,0.0046
22939,490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,,,"$17,154",96,98,99,98,99,99,99,91,100,95,4,72,24,8,23,69,1,medium,low,0.0057
49221,230005,EMMA L BIXBY MEDICAL CENTER,818 RIVERSIDE AVENUE,,,"$16,262",97,97,97,96,97,98,100,83,100,95,4,63,33,5,25,70,1,medium,low,0.0059
71901,40078,NATIONAL PARK MEDICAL CENTER,1910 MALVERN AVENUE,,,"$19,431",100,100,100,100,99,99,98,98,100,97,4,74,22,7,20,73,0,medium,low,0.0051
60616,140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,,,"$18,599",96,99,98,98,99,97,93,97,100,92,5,65,30,9,23,68,1,medium,low,0.0052
60617,140181,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,,,"$18,292",83,82,98,100,98,67,83,100,95,84,15,44,41,21,33,46,1,medium,low,0.0049
60617,140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,,,"$18,295",95,98,95,87,99,75,95,95,100,75,7,62,31,10,24,66,1,medium,low,0.005
60615,140300,PROVIDENT HOSPITAL OF CHICAGO,500 E 51ST ST,,,"$8,323",81,92,98,N/A,100,N/A,97,99,97,94,3,63,34,7,29,64,1,low,low,0.0114
60612,140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,,,"$19,918",96,95,98,95,98,94,97,94,99,98,11,63,26,14,28,58,1,medium,medium,0.0048
60612,140124,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,,,"$12,186",93,87,97,99,100,100,89,91,100,72,6,61,33,14,32,54,1,low,low,0.0076
60612,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,,,"$20,677",98,100,99,100,100,100,93,100,100,100,2,83,15,4,16,80,1,medium,medium,0.0048
60613,140115,THOREK MEMORIAL HOSPITAL,850 W IRVING PARK RD,,,"$16,227",N/A,N/A,88,83,97,91,96,98,100,91,9,56,35,13,30,57,1,medium,low,0.0057
60611,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,,,"$21,551",94,97,96,98,100,99,94,97,100,99,3,80,17,6,18,76,2,medium,medium,0.0045
54703,520070,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,1221 WHIPPLE ST,,,"$20,568",98,100,99,100,99,100,99,97,100,93,1,85,14,4,13,83,1,medium,medium,0.0048
54701,520013,SACRED HEART HOSPITAL,900 W CLAIREMONT AVE,,,"$19,163",99,99,97,99,98,99,95,99,99,98,2,77,21,5,20,75,1,medium,low,0.0051
78503,450711,RIO GRANDE REGIONAL HOSPITAL,101 E RIDGE RD,,,"$20,994",98,96,98,98,100,99,98,97,99,100,6,70,24,9,20,71,1,medium,medium,0.0047
29020,420048,KERSHAW HEALTH,"HAILE AND ROBERTS STREETS, BOX 7003",,,"$18,115",98,99,97,99,98,98,95,90,99,99,5,67,28,9,24,67,1,medium,low,0.0054
34761,100030,HEALTH CENTRAL,10000 W COLONIAL DR,,,"$19,048",99,99,100,100,100,100,99,100,100,99,7,67,26,10,24,66,1,medium,low,0.0052
34769,100302,ST CLOUD REGIONAL MEDICAL CENTER,2906 17TH STREET,,,"$17,726",100,100,94,80,98,98,99,68,100,98,15,51,34,22,30,48,1,medium,low,0.0053
28777,340011,SPRUCE PINE COMMUNITY HOSPITAL,125 HOSPITAL DR,,,"$14,481",N/A,N/A,98,100,100,100,98,100,100,97,3,75,22,4,20,76,1,medium,low,0.0068
28779,340016,HARRIS REGIONAL HOSPITAL,68 HOSPITAL RD,,,"$16,217",99,98,98,92,98,95,96,84,100,93,5,64,31,8,22,70,1,medium,low,0.0059
77414,450465,MATAGORDA REGIONAL MEDICAL CENTER,104 7TH STREET,,,"$19,389",100,100,73,100,100,90,97,97,100,97,6,66,28,9,23,68,1,medium,low,0.0049
77418,450253,BELLVILLE GENERAL HOSPITAL,44 N CUMMINGS,,,"$11,702",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59,6,82,12,7,8,85,1,low,low,0.005
81301,60013,MERCY REGIONAL MEDICAL CENTER,1010 THREE SPRINGS BLVD,,,"$19,546",98,98,100,96,99,99,98,97,98,95,2,82,16,4,19,77,1,medium,medium,0.005
81301,60117,"ANIMAS SURGICAL HOSPITAL, LLC",575 RIVERGATE LANE,,,"$18,370",92,100,99,98,100,99,N/A,N/A,N/A,86,1,91,8,2,9,89,1,medium,low,0.0052
56031,240166,MAYO CLINIC HEALTH SYSTEM - FAIRMONT,"800 MEDICAL CENTER DRIVE, PO BOX 800",,,"$13,761",97,94,96,98,98,97,96,82,96,93,5,60,35,8,26,66,1,medium,low,0.0069
85306,30089,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,,,"$19,832",100,99,98,98,100,98,100,97,100,93,3,78,19,6,19,75,1,medium,medium,0.005
85308,30094,ARROWHEAD HOSPITAL,18701 NORTH 67TH AVENUE,,,"$20,112",99,98,100,99,100,100,100,100,99,99,6,71,23,9,21,70,2,medium,medium,0.0049
33016,100187,PALMETTO GENERAL HOSPITAL,2001 W 68TH ST,,,"$19,421",99,98,98,100,100,99,99,100,100,98,14,64,22,16,24,60,1,medium,low,0.0051
33012,100050,PALM SPRINGS GENERAL HOSPITAL,1475 W 49TH ST,,,"$20,536",99,97,78,76,95,93,95,79,100,99,12,65,23,14,23,63,0,medium,medium,0.0044
33013,100053,HIALEAH HOSPITAL,651 E 25TH ST,,,"$18,649",98,98,93,99,100,98,100,95,100,99,12,62,26,15,26,59,0,medium,low,0.0053
70506,190006,UNIVERSITY HOSPITAL & CLINICS,2390 WEST CONGRESS,,,"$14,854",82,100,97,92,97,97,100,81,100,78,4,74,22,6,20,74,1,medium,low,0.0062
70506,190205,THE REGIONAL MEDICAL CENTER OF ACADIANA,2810 AMBASSADOR CAFFERY PARKWAY,,,"$21,996",100,100,100,99,100,100,100,92,100,100,7,71,22,9,21,70,1,medium,medium,0.0045
38242,440132,HENRY COUNTY MEDICAL CENTER,301 TYSON AV,,,"$19,800",98,95,100,100,99,99,98,95,100,94,4,71,25,6,22,72,0,medium,medium,0.0049
30097,110230,EMORY JOHNS CREEK HOSPITAL,6325 HOSPITAL PARKWAY,,,"$17,197",99,99,100,100,99,99,100,98,100,99,4,80,16,7,15,78,2,medium,low,0.0058
13662,330223,MASSENA MEMORIAL HOSPITAL,1 HOSPITAL DRIVE,,,"$12,225",100,100,100,100,100,100,100,100,99,94,5,62,33,11,27,62,1,low,low,0.0081
15065,390032,ALLE KISKI MEDICAL CENTER,1301 CARLISLE ST,,,"$22,576",99,99,98,98,98,96,96,92,100,93,6,63,31,12,26,62,1,medium,medium,0.0043
15063,390147,MONONGAHELA VALLEY HOSPITAL,1163 COUNTRY CLUB ROAD,,,"$18,280",93,95,99,99,99,98,97,100,100,94,3,74,23,5,18,77,1,medium,low,0.0053
39111,250124,MAGEE GENERAL HOSPITAL,300 3RD AVE SE,,,"$13,631",100,98,N/A,N/A,N/A,N/A,88,90,90,72,4,71,25,9,19,72,0,medium,low,0.0066
74804,370149,ST ANTHONY SHAWNEE HOSPITAL,1102 W MACARTHUR,,,"$15,063",99,100,100,100,99,100,100,99,100,99,3,72,25,7,23,70,1,medium,low,0.0066
16601,390073,UPMC ALTOONA,620 HOWARD AVENUE,,,"$22,368",99,99,98,96,99,88,95,96,100,97,5,65,30,7,25,68,1,medium,medium,0.0043
12771,330135,BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,,,"$16,398",N/A,N/A,98,97,91,95,93,100,97,96,9,63,28,10,27,63,1,medium,low,0.0058
10601,330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,,,"$19,668",100,99,99,99,100,100,95,99,100,100,3,80,17,6,17,77,1,medium,medium,0.005
62450,140147,RICHLAND MEMORIAL HOSPITAL,800 EAST LOCUST,,,"$14,936",N/A,N/A,99,100,100,73,95,93,99,100,3,73,24,4,21,75,1,medium,low,0.0064
29550,420010,CAROLINA PINES REGIONAL MEDICAL CENTER,1304 W BOBO NEWSOM HWY,,,"$17,525",100,100,98,88,100,96,100,97,100,97,6,58,36,13,24,63,1,medium,low,0.0056
66606,170016,ST FRANCIS HEALTH CENTER INC,1700 SW 7TH STREET,,,"$20,910",98,99,100,99,100,100,97,97,100,88,3,76,21,6,21,73,1,medium,medium,0.0047
66604,170086,STORMONT-VAIL HEALTHCARE,1500 SW 10TH ST,,,"$19,123",100,99,99,98,99,98,97,100,100,100,2,79,19,5,19,76,1,medium,low,0.0052
28207,340153,NOVANT HEALTH CHARLOTTE ORTHOPEDIC HOSPITAL,1901 RANDOLPH RD,,,"$25,272",100,100,100,100,100,100,N/A,N/A,N/A,99,8,70,22,12,21,67,4,medium,medium,0.004
25550,510012,PLEASANT VALLEY HOSPITAL,2520 VALLEY DRIVE,,,"$14,138",98,98,100,100,98,100,100,100,100,90,3,73,24,7,21,72,1,medium,low,0.007
93257,50261,SIERRA VIEW MEDICAL CENTER,465 W PUTNAM AVE,,,"$15,958",99,94,100,100,99,99,88,98,94,94,9,54,37,12,25,63,1,medium,low,0.006
96150,50352,BARTON MEMORIAL HOSPITAL,2170 SOUTH AVENUE,,,"$15,065",99,98,98,98,99,99,94,86,100,94,7,68,25,8,24,68,1,medium,low,0.0064
60134,140211,DELNOR COMMUNITY HOSPITAL,300 RANDALL RD,,,"$18,460",95,91,98,98,99,93,95,98,100,97,3,75,22,6,17,77,2,medium,low,0.0052
52001,160069,MERCY MEDICAL CENTER-DUBUQUE,250 MERCY DRIVE,,,"$16,143",100,99,99,99,100,99,96,99,100,99,2,79,19,5,17,78,1,medium,low,0.0061
52001,160117,FINLEY HOSPITAL,350 NORTH GRANDVIEW AVENUE,,,"$18,127",99,98,98,100,99,100,99,88,97,94,3,77,20,5,20,75,1,medium,low,0.0054
60139,140292,ADVENTIST GLENOAKS,701 WINTHROP AVENUE,,,"$18,577",97,93,100,95,99,99,100,92,100,91,11,58,31,15,25,60,1,medium,low,0.0052
98004,500051,OVERLAKE HOSPITAL MEDICAL CENTER,1035-116TH AVE NE,,,"$19,112",99,99,100,99,100,99,99,97,100,99,3,76,21,5,24,71,2,medium,low,0.0052
98001,500015,MULTICARE AUBURN MEDICAL CENTER,202 NORTH DIVISION STREET PLAZA ONE,,,"$18,578",99,92,95,95,99,95,96,79,100,93,14,42,44,23,32,45,2,medium,low,0.0051
98003,500141,ST FRANCIS COMMUNITY HOSPITAL,34515 9TH AVENUE SOUTH,,,"$16,492",97,98,99,97,96,94,100,80,99,87,6,73,21,9,21,70,1,medium,low,0.0057
48236,230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD,,,"$20,467",99,98,100,99,100,100,98,100,100,95,6,67,27,10,24,66,2,medium,medium,0.0048
48235,230024,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,,,"$21,038",96,99,97,96,98,99,97,97,100,98,14,48,38,17,30,53,0,medium,medium,0.0046
49417,230174,NORTH OTTAWA COMMUNITY HEALTH CENTER,1309 SHELDON RD,,,"$17,960",99,100,98,97,99,97,84,93,100,99,4,73,23,5,17,78,1,medium,low,0.0054
48230,230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,,,"$18,584",99,100,99,99,100,100,100,100,100,97,3,78,19,5,17,78,2,medium,low,0.0053
49412,230106,SPECTRUM HEALTH GERBER MEMORIAL,212 S SULLIVAN ST,,,"$15,438",95,97,99,95,97,100,98,100,100,99,3,69,28,7,20,73,1,medium,low,0.0063
67214,170123,WESLEY MEDICAL CENTER,550 N HILLSIDE STREET,,,"$21,043",100,99,100,100,99,100,100,100,100,100,5,70,25,8,24,68,0,medium,medium,0.0047
67214,170122,"VIA CHRISTI HOSPITALS WICHITA, INC",929 NORTH ST FRANCIS STREET,,,"$20,922",99,99,99,100,98,99,98,97,100,95,5,70,25,9,24,67,0,medium,medium,0.0047
91706,50723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD,,,"$15,712",N/A,N/A,98,100,100,98,100,98,100,97,3,77,20,6,17,77,1,medium,low,0.0063
29615,420102,GHS PATEWOOD MEMORIAL HOSPITAL,175 PATEWOOD DRIVE,,,"$18,872",99,99,100,100,100,100,N/A,N/A,N/A,100,2,92,6,3,6,91,1,medium,low,0.0053
92647,50526,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD,,,"$23,707",N/A,N/A,N/A,N/A,100,N/A,100,100,100,100,17,57,26,17,31,52,2,medium,medium,0.0042
77598,670008,HOUSTON PHYSICIANS' HOSPITAL,333 N TEXAS AVENUE,,,"$24,717",100,100,96,97,100,99,N/A,N/A,N/A,97,2,83,15,4,11,85,1,medium,medium,0.004
77598,450617,CLEAR LAKE REGIONAL MEDICAL CENTER,500 MEDICAL CENTER BLVD,,,"$21,736",100,100,99,99,98,99,99,97,99,98,7,66,27,10,25,65,1,medium,medium,0.0045
22701,490019,CULPEPER REGIONAL HOSPITAL,501 SUNSET LANE,,,"$19,254",97,94,97,94,96,98,99,96,99,96,6,69,25,10,21,69,1,medium,low,0.005
95337,50748,KAISER FOUNDATION HOSPITAL MANTECA,1777 WEST YOSEMITE AVE,,,"$14,782",N/A,N/A,100,99,100,99,97,100,100,97,3,79,18,6,15,79,1,medium,low,0.0067
95336,50118,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH ST,,,"$15,976",100,100,99,98,99,96,92,87,100,95,7,68,25,10,24,66,1,medium,low,0.006
75662,450488,ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,1612 SOUTH HENDERSON BLVD,,,"$21,148",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,medium,medium,0.0039
33196,100314,WEST KENDALL BAPTIST HOSPITAL,9555 SW 162 AVE,,,"$18,791",100,100,100,100,100,100,100,100,100,100,4,83,13,7,10,83,1,medium,low,0.0053
39773,250067,CLAY COUNTY MEDICAL CENTER,835 MEDICAL CENTER DR,,,"$12,807",99,99,97,100,98,N/A,84,91,100,69,4,69,27,8,20,72,0,low,low,0.0073
12953,330084,ALICE HYDE MEDICAL CENTER,133 PARK STREET,,,"$13,823",82,80,95,90,98,99,90,92,100,96,10,47,43,16,34,50,1,medium,low,0.0067
37766,440033,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,923 EAST CENTRAL AVENUE,,,"$16,393",98,93,N/A,N/A,N/A,N/A,98,91,100,99,14,49,37,20,27,53,0,medium,low,0.0059
40422,180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,217 SOUTH THIRD STREET,,,"$17,560",91,93,100,98,98,100,98,95,100,98,4,69,27,7,23,70,1,medium,low,0.0055
43210,360085,OHIO STATE UNIVERSITY HOSPITALS,410 WEST 10TH AVENUE,,,"$21,430",97,98,98,98,98,96,100,100,100,86,4,77,19,8,19,73,0,medium,medium,0.0045
43215,360017,GRANT MEDICAL CENTER,111 SOUTH GRANT AVENUE,,,"$20,527",99,99,99,100,100,100,98,100,100,96,3,76,21,6,20,74,1,medium,medium,0.0048
43214,360006,RIVERSIDE METHODIST HOSPITAL,3535 OLENTANGY RIVER RD,,,"$21,070",97,98,98,99,99,99,96,100,100,97,3,80,17,6,18,76,1,medium,medium,0.0047
64108,260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,,,"$15,219",94,98,100,98,98,98,98,97,100,89,6,61,33,12,24,64,1,medium,low,0.0064
46060,150059,RIVERVIEW HOSPITAL,395 WESTFIELD RD,,,"$20,350",99,98,98,90,98,99,95,96,99,100,5,72,23,7,21,72,1,medium,medium,0.0048
52245,160029,MERCY HOSPITAL,500 E MARKET STREET,,,"$16,520",98,98,99,97,99,99,96,100,98,93,3,79,18,5,21,74,1,medium,low,0.0059
52242,160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE,,,"$23,064",96,99,97,98,99,100,100,96,100,92,3,76,21,7,20,73,1,medium,medium,0.0042
97045,380038,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,1500 DIVISION STREET,,,"$14,578",94,95,99,96,98,81,99,95,100,70,3,72,25,6,27,67,1,medium,low,0.0064
80487,60049,YAMPA VALLEY MEDICAL CENTER,1024 CENTRAL PARK DR,,,"$16,807",98,100,99,92,96,99,100,N/A,100,100,2,86,12,4,11,85,1,medium,low,0.0058
16830,390052,PENN HIGHLANDS CLEARFIELD,809 TURNPIKE AVE,,,"$17,716",97,100,99,96,100,91,97,90,98,99,8,46,46,17,29,54,0,medium,low,0.0055
48307,230254,CRITTENTON HOSPITAL MEDICAL CENTER,1101 W UNIVERSITY DRIVE,,,"$19,342",99,100,97,96,99,96,100,100,100,97,6,67,27,9,25,66,2,medium,low,0.0051
28501,340027,LENOIR MEMORIAL HOSPITAL,100 AIRPORT RD,,,"$17,405",100,100,92,100,99,98,95,94,99,91,7,58,35,11,28,61,0,medium,low,0.0056
43701,360039,GENESIS HEALTHCARE SYSTEM,2951 MAPLE AVENUE,,,"$17,120",96,98,96,99,98,94,98,100,100,88,5,63,32,11,26,63,1,medium,low,0.0056
79029,450221,MOORE COUNTY HOSPITAL DISTRICT,224 E SECOND STREET,,,"$13,107",N/A,N/A,N/A,N/A,100,N/A,100,N/A,100,96,5,67,28,8,22,70,1,low,low,0.0076
62220,140187,ST ELIZABETH HOSPITAL,211 S THIRD ST,,,"$17,799",99,98,100,100,100,100,99,99,100,99,4,70,26,7,23,70,1,medium,low,0.0056
62226,140185,MEMORIAL HOSPITAL,4500 MEMORIAL DRIVE,,,"$18,251",100,100,98,97,100,98,98,95,100,98,2,79,19,5,19,76,1,medium,low,0.0054
17042,390066,GOOD SAMARITAN HOSPITAL,FOURTH AND WALNUT STREETS,,,"$19,212",100,100,99,100,99,99,98,87,100,88,3,70,27,7,22,71,1,medium,low,0.005
27704,340155,DUKE REGIONAL HOSPITAL,3643 N ROXBORO ROAD,,,"$18,134",98,100,98,99,99,98,100,98,100,88,4,75,21,7,23,70,1,medium,low,0.0054
27704,340049,NORTH CAROLINA SPECIALTY HOSPITAL,3916 BEN FRANKLIN BOULEVARD,,,"$20,931",99,100,100,100,100,100,N/A,N/A,N/A,100,1,91,8,2,9,89,1,medium,medium,0.0048
73701,370026,ST MARY'S REGIONAL MEDICAL CENTER,305 SOUTH 5TH STREET,,,"$17,809",100,98,100,100,99,98,96,93,100,99,2,76,22,6,18,76,0,medium,low,0.0055
73701,370016,INTEGRIS BASS BAPTIST HEALTH CENTER,600 SOUTH MONROE,,,"$18,695",96,97,100,93,90,98,98,100,100,99,3,74,23,7,23,70,0,medium,low,0.0052
92335,50140,KAISER FOUNDATION HOSPITAL FONTANA,9961 SIERRA AVE,,,"$17,793",N/A,N/A,99,99,100,100,100,100,100,95,3,80,17,6,14,80,1,medium,low,0.0056
50501,160016,TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD,,,"$16,907",98,99,96,96,99,98,91,99,100,95,3,67,30,5,25,70,1,medium,low,0.0057
75460,450196,PARIS REGIONAL MEDICAL CENTER,820 CLARKSVILLE ST,,,"$20,077",98,98,99,98,98,98,100,99,100,99,12,52,36,18,29,53,0,medium,medium,0.0049
33428,100268,WEST BOCA MEDICAL CENTER,21644 STATE RD 7,,,"$19,115",100,100,99,100,100,99,99,100,100,97,11,64,25,14,26,60,1,medium,low,0.0052
37211,440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,,,"$21,471",99,98,99,96,98,98,98,100,100,99,7,65,28,9,23,68,1,medium,medium,0.0046
39367,250077,WAYNE GENERAL HOSPITAL,950 MATTHEW DR,,,"$11,522",N/A,N/A,86,N/A,86,N/A,98,100,98,80,6,64,30,8,25,67,0,low,low,0.0079
67401,170012,SALINA REGIONAL HEALTH CENTER,400 SOUTH SANTA FE AVENUE,,,"$19,582",94,92,99,98,100,99,96,89,100,96,2,75,23,5,20,75,1,medium,medium,0.0049
67401,170187,SALINA SURGICAL HOSPITAL,401 SOUTH SANTA FE AVENUE,,,"$17,597",100,95,99,99,99,96,N/A,N/A,N/A,99,1,93,6,2,6,92,1,medium,low,0.0056
46750,150091,PARKVIEW HUNTINGTON HOSPITAL,2001 STULTS RD,,,"$14,291",96,98,99,100,100,100,100,97,100,100,3,77,20,4,18,78,1,medium,low,0.0069
86314,30118,YAVAPAI REGIONAL MEDICAL CENTER-EAST CAMPUS,7700 EAST FLORENTINE ROAD,,,"$16,303",98,98,100,95,95,100,94,91,100,94,4,75,21,6,21,73,1,medium,low,0.0059
